Blank,,Scan1,,Scan2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
975.9448853,0.01693343185,975.9448853,0.0901760906,975.9448853,0.09180327505,
975.0528564,0.01828562841,975.0528564,0.08989129215,975.0528564,0.08969769627,
974.0328369,0.01813205704,974.0328369,0.08681038767,974.0328369,0.09199058264,
973.012207,0.01558967028,973.012207,0.09044637531,973.012207,0.0911392197,
971.9909668,0.01705890149,971.9909668,0.0898322016,971.9909668,0.09037828445,
970.9691772,0.01539692469,970.9691772,0.08708589524,970.9691772,0.09265129268,
969.9467773,0.01678507216,969.9467773,0.08776259422,969.9467773,0.09263636172,
969.0516357,0.01666492783,969.0516357,0.08803509176,969.0516357,0.09041456133,
968.0281372,0.01625279523,968.0281372,0.08830756694,968.0281372,0.08943378925,
967.0039673,0.01727907918,967.0039673,0.08878887445,967.0039673,0.09316381067,
965.979248,0.01744474471,965.979248,0.08896720409,965.979248,0.09206737578,
964.9539185,0.01723638736,964.9539185,0.08898115158,964.9539185,0.09159395844,
964.0562744,0.01867529191,964.0562744,0.09087925404,964.0562744,0.09054218233,
963.0298462,0.01734618284,963.0298462,0.0890590027,963.0298462,0.09440568835,
962.0028076,0.01548541337,962.0028076,0.08708582819,962.0028076,0.09087695926,
960.9751587,0.01708687469,960.9751587,0.08893003315,960.9751587,0.09090408683,
959.9469604,0.01617298834,959.9469604,0.08542574197,959.9469604,0.09056606889,
959.0467529,0.01736835577,959.0467529,0.08767797798,959.0467529,0.09208068252,
958.0174561,0.0147114601,958.0174561,0.08855757862,958.0174561,0.09085143358,
956.9875488,0.01733850501,956.9875488,0.08769562095,956.9875488,0.09179838002,
955.9570313,0.01841405407,955.9570313,0.08885458857,955.9570313,0.09078359604,
955.0548706,0.01778556779,955.0548706,0.08918184042,955.0548706,0.09288635105,
954.0232544,0.01518831402,954.0232544,0.08671239763,954.0232544,0.09211435169,
952.9910278,0.01726202853,952.9910278,0.08696908504,952.9910278,0.09374413639,
951.958252,0.01628332399,951.958252,0.08802345395,951.958252,0.09107287228,
951.0540771,0.01627082564,951.0540771,0.08612702787,951.0540771,0.09048504382,
950.0201416,0.01764762029,950.0201416,0.08713761717,950.0201416,0.09169433266,
948.9857178,0.01724309288,948.9857178,0.08608555794,948.9857178,0.09052228928,
947.9506226,0.01793467253,947.9506226,0.08481559902,947.9506226,0.09118293226,
947.0444946,0.01676591672,947.0444946,0.08594223112,947.0444946,0.09248845279,
946.0083008,0.01798442192,946.0083008,0.08552690595,946.0083008,0.08988689631,
944.9715576,0.01784201525,944.9715576,0.08661247045,944.9715576,0.09254576266,
944.0639648,0.01709675603,944.0639648,0.08562904596,944.0639648,0.09151478857,
943.026123,0.01734149642,943.026123,0.08640443534,943.026123,0.09071028978,
941.9877319,0.01603249088,941.9877319,0.08739769459,941.9877319,0.09031970054,
940.9487305,0.01712093502,940.9487305,0.08515755087,940.9487305,0.08907984942,
940.0391235,0.01739562303,940.0391235,0.08553910255,940.0391235,0.08951932192,
938.9990234,0.01692882925,938.9990234,0.0855319798,938.9990234,0.09036945552,
937.958374,0.01683455519,937.958374,0.0848678723,937.958374,0.09142205864,
937.0473022,0.01706471667,937.0473022,0.0875941962,937.0473022,0.09146806598,
936.0055542,0.01763193123,936.0055542,0.08749685436,936.0055542,0.09076946229,
934.9632568,0.01844684221,934.9632568,0.08553484827,934.9632568,0.09100353718,
934.0507813,0.01764285006,934.0507813,0.08650551736,934.0507813,0.09006112069,
933.0073853,0.01855519041,933.0073853,0.08693145216,933.0073853,0.09103820473,
931.9633789,0.01752960868,931.9633789,0.08446596563,931.9633789,0.08874911815,
931.0494385,0.01929608546,931.0494385,0.08515308052,931.0494385,0.08793476224,
930.0043945,0.01807484217,930.0043945,0.08528602868,930.0043945,0.08977942914,
928.9587402,0.01849548891,928.9587402,0.08386974037,928.9587402,0.08982048929,
928.043335,0.01783667505,928.043335,0.08444273472,928.043335,0.09015984088,
926.9966431,0.01883611083,926.9966431,0.08483536541,926.9966431,0.08917449415,
925.9494019,0.01821767725,925.9494019,0.08163195848,925.9494019,0.09067402035,
925.0325317,0.0190540012,925.0325317,0.08390983939,925.0325317,0.08808508515,
923.9841919,0.01616151631,923.9841919,0.08331926167,923.9841919,0.08897800744,
922.9353027,0.01882792078,922.9353027,0.08415994048,922.9353027,0.0869192481,
922.0170288,0.01722930372,922.0170288,0.08503329754,922.0170288,0.0895537436,
920.967041,0.01744679175,920.967041,0.08231969923,920.967041,0.086249955,
920.0478516,0.01783648692,920.0478516,0.08189647645,920.0478516,0.08764392138,
918.9968262,0.01758402772,918.9968262,0.08226019144,918.9968262,0.0884006843,
917.9451904,0.01875866763,917.9451904,0.08211389929,917.9451904,0.08749618381,
917.0245972,0.01892370917,917.0245972,0.08271830529,917.0245972,0.08903173357,
915.9719238,0.01652983576,915.9719238,0.08248633891,915.9719238,0.08815633506,
915.050354,0.0166517999,915.050354,0.08131378144,915.050354,0.08882320672,
913.9966431,0.01780428365,913.9966431,0.08056113124,913.9966431,0.08781541139,
912.9423218,0.01908099465,912.9423218,0.08351756632,912.9423218,0.0870238021,
912.0194092,0.01785601489,912.0194092,0.08055900782,912.0194092,0.08845566958,
910.9640503,0.01871296391,910.9640503,0.08181011677,910.9640503,0.08701162785,
910.0401611,0.01865859143,910.0401611,0.08186966181,910.0401611,0.08766128123,
908.9837646,0.01867894083,908.9837646,0.0805156678,908.9837646,0.08803457767,
908.05896,0.01929235086,908.05896,0.08157689124,908.05896,0.08793691546,
907.0014648,0.01755766571,907.0014648,0.08105251938,907.0014648,0.08554818481,
905.9434814,0.01772783324,905.9434814,0.07894859463,905.9434814,0.08745993674,
905.0172729,0.0184112452,905.0172729,0.0790701583,905.0172729,0.08781623095,
903.9581909,0.0181308426,903.9581909,0.079320319,903.9581909,0.08690717071,
903.0310669,0.01796631888,903.0310669,0.07974351943,903.0310669,0.08575968444,
901.9710083,0.01797298156,901.9710083,0.07916674763,901.9710083,0.08630180359,
901.0429688,0.01983400434,901.0429688,0.07775807381,901.0429688,0.08722152561,
899.9818115,0.0195505973,899.9818115,0.07663602382,899.9818115,0.08549970388,
899.0528564,0.01904331706,899.0528564,0.07842469215,899.0528564,0.08521398902,
897.9906616,0.01766277291,897.9906616,0.07855770737,897.9906616,0.08687390387,
897.060791,0.01949484646,897.060791,0.07647497207,897.060791,0.0847986117,
895.9975586,0.01917748712,895.9975586,0.07766674459,895.9975586,0.08553863317,
894.9338379,0.01837794855,894.9338379,0.0767454803,894.9338379,0.08602894098,
894.0025635,0.01985389367,894.0025635,0.07657108456,894.0025635,0.08506651223,
892.9377441,0.02088938467,892.9377441,0.07512135804,892.9377441,0.08281042427,
892.0056152,0.01825161092,892.0056152,0.07707284391,892.0056152,0.08333180845,
890.9397583,0.0190253593,890.9397583,0.07432602346,890.9397583,0.0846857205,
890.0067139,0.0198922921,890.0067139,0.07499221712,890.0067139,0.08338032663,
888.9398193,0.01947733015,888.9398193,0.07445447147,888.9398193,0.0835544318,
888.0058594,0.01911994629,888.0058594,0.07606866211,888.0058594,0.08551345021,
886.9379883,0.01963164844,886.9379883,0.07416410744,886.9379883,0.08484122157,
886.0031128,0.02093727328,886.0031128,0.07413168252,886.0031128,0.08257164061,
884.9342041,0.02090049535,884.9342041,0.07418925315,884.9342041,0.08333876729,
883.9984741,0.02023113705,883.9984741,0.07448098809,883.9984741,0.08362478763,
883.0622559,0.02071431093,883.0622559,0.07459193468,883.0622559,0.08311220258,
881.9918823,0.02137179673,881.9918823,0.0743952319,881.9918823,0.08407894522,
881.0548096,0.02082719095,881.0548096,0.07430700958,881.0548096,0.08201593161,
879.9833984,0.02072183229,879.9833984,0.07291156054,879.9833984,0.08213429153,
879.0454102,0.02181805111,879.0454102,0.07471910864,879.0454102,0.08145530522,
877.9729614,0.0215796195,877.9729614,0.07346778363,877.9729614,0.08274082839,
877.0341187,0.02113170736,877.0341187,0.07418139279,877.0341187,0.08192773908,
875.9606323,0.02217888832,875.9606323,0.07271971554,875.9606323,0.08111223578,
875.0209351,0.02296289429,875.0209351,0.07275711745,875.0209351,0.08164489269,
873.9464722,0.02157695219,873.9464722,0.07186818868,873.9464722,0.08218383044,
873.0058594,0.02267596312,873.0058594,0.072375983,873.0058594,0.08068722486,
872.0648193,0.0228025578,872.0648193,0.07200309634,872.0648193,0.0800973773,
870.9888306,0.02337120287,870.9888306,0.07099052519,870.9888306,0.08093944192,
870.046936,0.02058878541,870.046936,0.0709001869,870.046936,0.08201543242,
868.9699707,0.02092407271,868.9699707,0.07095309347,868.9699707,0.07970896363,
868.0272217,0.02198297903,868.0272217,0.07068501413,868.0272217,0.08046129346,
866.9492188,0.02195000462,866.9492188,0.07011025399,866.9492188,0.080358468,
866.0055542,0.02121596225,866.0055542,0.0703452602,866.0055542,0.07710011303,
865.0614624,0.02392959595,865.0614624,0.07037116587,865.0614624,0.07865927368,
863.9820557,0.02588673495,863.9820557,0.06930457056,863.9820557,0.07940304279,
863.0371094,0.02541621961,863.0371094,0.0696271956,863.0371094,0.08014092594,
861.956665,0.02498670854,861.956665,0.06906363368,861.956665,0.07546610385,
861.0108643,0.02377155609,861.0108643,0.06875558943,861.0108643,0.07839870453,
860.0646362,0.02318076231,860.0646362,0.06714325398,860.0646362,0.080114685,
858.9827271,0.024694575,858.9827271,0.06902263314,858.9827271,0.07834912837,
858.0356445,0.02304152772,858.0356445,0.06782372296,858.0356445,0.07927976549,
856.9527588,0.02436085604,856.9527588,0.06825528294,856.9527588,0.07818728685,
856.0047607,0.02537444793,856.0047607,0.06660118699,856.0047607,0.0795314759,
855.0563965,0.02279284596,855.0563965,0.06847237051,855.0563965,0.07469260693,
853.9721069,0.02523456328,853.9721069,0.06609835476,853.9721069,0.07716605812,
853.0228271,0.02456761897,853.0228271,0.06623976678,853.0228271,0.07765801251,
851.9375,0.02395990305,851.9375,0.06593604386,851.9375,0.07559534907,
850.9874268,0.02357131988,850.9874268,0.06370936334,850.9874268,0.0765472725,
850.0369263,0.02315659635,850.0369263,0.06630121917,850.0369263,0.0757111758,
848.9501343,0.02580744773,848.9501343,0.06507349014,848.9501343,0.07469473034,
847.9988403,0.0238462612,847.9988403,0.06533403695,847.9988403,0.07162573189,
847.0470581,0.02526372857,847.0470581,0.06438419223,847.0470581,0.07508058101,
845.9588623,0.02543702349,845.9588623,0.06740673631,845.9588623,0.07371713221,
845.0062256,0.02473362163,845.0062256,0.06484048069,845.0062256,0.07490836084,
844.0532227,0.02559163608,844.0532227,0.063960962,844.0532227,0.07248122245,
842.963562,0.02497535758,842.963562,0.06192532182,842.963562,0.07303781807,
842.0097046,0.02412961423,842.0097046,0.06255555898,842.0097046,0.07259147614,
841.055481,0.02585176006,841.055481,0.06212302297,841.055481,0.07050432265,
839.9644165,0.02589190193,839.9644165,0.06169873476,839.9644165,0.07421842963,
839.0092773,0.02543683164,839.0092773,0.06117516384,839.0092773,0.07088753581,
838.053772,0.02421872504,838.053772,0.06147146225,838.053772,0.07239234447,
836.9613037,0.02526611462,836.9613037,0.06077529117,836.9613037,0.06954327226,
836.0049438,0.02499693632,836.0049438,0.0589007996,836.0049438,0.07002909482,
835.0482178,0.02603545971,835.0482178,0.05895573646,835.0482178,0.07043673098,
833.9542847,0.02459898591,833.9542847,0.05893207714,833.9542847,0.06820821017,
832.9967041,0.02500869893,832.9967041,0.0579287298,832.9967041,0.069182612,
832.0386963,0.02374257334,832.0386963,0.05829783529,832.0386963,0.06896358728,
830.9434204,0.02549980022,830.9434204,0.05848396942,830.9434204,0.06811511517,
829.9845581,0.02567596361,829.9845581,0.05788205564,829.9845581,0.06846370548,
829.0253296,0.02559199184,829.0253296,0.05723962933,829.0253296,0.06733512133,
828.0657349,0.02541462705,828.0657349,0.05681300163,828.0657349,0.06636790186,
826.9685669,0.02598843537,826.9685669,0.05579619482,826.9685669,0.066438362,
826.0081177,0.02594614215,826.0081177,0.05427734181,826.0081177,0.06695176661,
825.0473022,0.02647104487,825.0473022,0.0548780635,825.0473022,0.06560431421,
823.9487305,0.02605863102,823.9487305,0.05539318174,823.9487305,0.06579035521,
822.9870605,0.02623397671,822.9870605,0.05555739626,822.9870605,0.06524525583,
822.0249634,0.0241625905,822.0249634,0.05414583534,822.0249634,0.06442415714,
821.062561,0.02546397783,821.062561,0.05465069041,821.062561,0.06374838948,
819.9620972,0.02585071698,819.9620972,0.053443674,819.9620972,0.06431271881,
818.9988403,0.02573951706,818.9988403,0.05372411013,818.9988403,0.06266266108,
818.0351563,0.02778627723,818.0351563,0.05214711651,818.0351563,0.06323503703,
816.9334106,0.02717217058,816.9334106,0.05328365415,816.9334106,0.06413216889,
815.9688721,0.02698958665,815.9688721,0.05361394584,815.9688721,0.06110847369,
815.0040283,0.02655191347,815.0040283,0.05071652308,815.0040283,0.06135964394,
814.0387573,0.02596389502,814.0387573,0.05156117305,814.0387573,0.06172454357,
812.9351196,0.02665591612,812.9351196,0.05213867873,812.9351196,0.06353190541,
811.9690552,0.0264140144,811.9690552,0.05269220099,811.9690552,0.06072169915,
811.0025635,0.02654962987,811.0025635,0.05175415426,811.0025635,0.05985618383,
810.0357666,0.02732265927,810.0357666,0.05023859441,810.0357666,0.05940299481,
809.0684814,0.02548302896,809.0684814,0.04983867332,809.0684814,0.05832157657,
807.9626465,0.02613557316,807.9626465,0.04986976832,807.9626465,0.05914129317,
806.9945679,0.02751544863,806.9945679,0.0502990745,806.9945679,0.05842020735,
806.0261841,0.0270796977,806.0261841,0.04851781949,806.0261841,0.05817149952,
805.057373,0.02647830918,805.057373,0.04817792773,805.057373,0.05848838389,
803.949646,0.02482872084,803.949646,0.04794885963,803.949646,0.05693478137,
802.9800415,0.02525969408,802.9800415,0.04658511654,802.9800415,0.05726325512,
802.0100708,0.02616400085,802.0100708,0.04759745672,802.0100708,0.05483720824,
801.0396729,0.02687652595,801.0396729,0.04599260911,801.0396729,0.0555646643,
800.0689087,0.0259139929,800.0689087,0.04792553186,800.0689087,0.05490925908,
798.9589844,0.0264601782,798.9589844,0.04604392499,798.9589844,0.0544286035,
797.9874268,0.02590682171,797.9874268,0.0443228595,797.9874268,0.0534697324,
797.0155029,0.02719677985,797.0155029,0.04626709223,797.0155029,0.0548642613,
796.0431519,0.02704308368,796.0431519,0.04619767144,796.0431519,0.05393350124,
794.9314575,0.02687066048,794.9314575,0.04605748132,794.9314575,0.05336680263,
793.958374,0.02636122704,793.958374,0.04320967197,793.958374,0.05338152871,
792.9848633,0.02629051544,792.9848633,0.04644618183,792.9848633,0.05232876539,
792.0109863,0.02667069621,792.0109863,0.04281316698,792.0109863,0.05188540369,
791.0367432,0.02622809261,791.0367432,0.04309236631,791.0367432,0.04950262234,
790.0621338,0.02686622739,790.0621338,0.04264982045,790.0621338,0.05017370731,
788.9478149,0.02653917298,788.9478149,0.04299587011,788.9478149,0.0491460152,
787.9724121,0.02531190962,787.9724121,0.04129299521,787.9724121,0.04958217591,
786.996582,0.02614747733,786.996582,0.04189058021,786.996582,0.04974278435,
786.0204468,0.02537085302,786.0204468,0.0434108749,786.0204468,0.04860689491,
785.0438843,0.02743702196,785.0438843,0.04153791815,785.0438843,0.0475380756,
784.0669556,0.02516831458,784.0669556,0.03923100606,784.0669556,0.04689783603,
782.9500732,0.02623293176,782.9500732,0.04124608263,782.9500732,0.04645084962,
781.9723511,0.02604268864,781.9723511,0.03997379914,781.9723511,0.04673810303,
780.9943237,0.02515934408,780.9943237,0.03943105415,780.9943237,0.04580105096,
780.0158691,0.02631499246,780.0158691,0.03988406435,780.0158691,0.04631020129,
779.0370483,0.02572070248,779.0370483,0.03931802511,779.0370483,0.0474445112,
778.0579224,0.02605849318,778.0579224,0.03870203346,778.0579224,0.04639683664,
776.9384155,0.02551926486,776.9384155,0.03803334013,776.9384155,0.04464987293,
775.9584351,0.02571002021,775.9584351,0.03835605085,775.9584351,0.04354546592,
774.9780884,0.02626183257,774.9780884,0.03680223227,774.9780884,0.04288205132,
773.9974365,0.02585060708,773.9974365,0.03792542219,773.9974365,0.04339562729,
773.0163574,0.02586140297,773.0163574,0.03869852424,773.0163574,0.041925475,
772.0349731,0.02455310151,772.0349731,0.03699121624,772.0349731,0.04200436547,
771.0531616,0.02613100968,771.0531616,0.03582177311,771.0531616,0.04228084907,
769.9306641,0.02541328222,769.9306641,0.03662281856,769.9306641,0.04242347926,
768.9481201,0.02552909218,768.9481201,0.03735659271,768.9481201,0.04146417603,
767.96521,0.02506134845,767.96521,0.03640494496,767.96521,0.04079224542,
766.9818726,0.02427193522,766.9818726,0.0360593237,766.9818726,0.04038524255,
765.99823,0.02532069013,765.99823,0.03525760025,765.99823,0.03984567523,
765.0142212,0.02441107295,765.0142212,0.03636781871,765.0142212,0.03960051388,
764.0298462,0.0257722307,764.0298462,0.03529401496,764.0298462,0.03929115832,
763.045105,0.02424204536,763.045105,0.0348995924,763.045105,0.03908751905,
762.0599976,0.0245523341,762.0599976,0.03540330753,762.0599976,0.03792138025,
760.9337769,0.02428173646,760.9337769,0.03488733619,760.9337769,0.03764890134,
759.947876,0.02538674325,759.947876,0.03423672542,759.947876,0.03848681971,
758.9616699,0.02492957003,758.9616699,0.03418460488,758.9616699,0.03613439947,
757.9750977,0.02573745698,757.9750977,0.03432571888,757.9750977,0.03729701415,
756.9881592,0.02458632924,756.9881592,0.03350965306,756.9881592,0.03634592146,
756.0008545,0.0250217244,756.0008545,0.03408401832,756.0008545,0.03563852236,
755.0131836,0.02493623272,755.0131836,0.03166551515,755.0131836,0.03512302786,
754.0252075,0.024269199,754.0252075,0.03350719437,754.0252075,0.03511418775,
